,Unnamed: 0,Security,Symbol,GICS Sector,GICS Sub Industry,Ticker,Price,Shares Outstanding,Market Cap,Expected Growth - 5 Year,Last 12 Month Return,Beta,Avg Current Estimate,EPS
1170,1170,"Ollie's Bargain Outlet Holdings, Inc.",OLLI,Consumer Discretionary,General Merchandise Stores,OLLI,96.44,63190000.0,6040000000.0,-,0.5476,1.5,2.15,2.05
1171,1171,Olin Corporation,OLN,Materials,Commodity Chemicals,OLN,22.5,164890000.0,3605000000.0,0.3045,-0.256,1.63,1.88,1.95
1172,1172,"Omnicell, Inc.",OMCL,Health Care,Health Care Technology,OMCL,80.99,41200000.0,3312000000.0,0.085,0.88,1.74,2.51,0.93
1173,1173,"Owens & Minor, Inc.",OMI,Health Care,Healthcare Distributors,OMI,3.54,63020000.0,212698000.0,-0.0747,-0.7834,2.51,0.66,-7.282
1174,1174,Old National Bancorp,ONB,Financials,Regional Banks,ONB,17.18,173980000.0,2968000000.0,0.08,-0.0012,1.15,1.35,1.23
1175,1175,Opus Bank,OPB,Financials,Regional Banks,OPB,22.97,36090000.0,790380000.0,0.24100000000000002,-0.2213,1.84,1.33,0.75
1176,1176,Old Republic International,ORI,Financials,Property & Casualty Insurance,ORI,22.41,297430000.0,6648000000.0,0.1,0.098,0.65,1.87,2.55
1177,1177,Oritani Financial Corp.,ORIT,Financials,Thrifts and Mortgage Finance,ORIT,17.34,43170000.0,747642000.0,0.12,0.1379,0.96,1.16,1.19
1178,1178,"Orion Group Holdings, Inc.",ORN,Industrials,Construction and Engineering,ORN,2.52,28750000.0,73029000.0,-0.1,-0.5858,1.19,-0.07,-3.3110000000000004
1179,1179,"OSI Systems, Inc.",OSIS,Information Technology,Electronic Equipment and Instruments,OSIS,88.95,18070000.0,1635000000.0,0.175,0.3899,0.78,4.03,1.96
1180,1180,Oshkosh Corporation,OSK,Industrials,Construction & Farm Machinery & Heavy Trucks,OSK,80.81,70050000.0,5775000000.0,0.049800000000000004,0.1161,2.06,7.47,7.08
1181,1181,OneSpan Inc.,OSPN,Information Technology,Systems Software,OSPN,19.28,39970000.0,740306000.0,0.02,-,2.23,0.46,0.1
1182,1182,"OraSure Technologies, Inc.",OSUR,Health Care,Healthcare Supplies,OSUR,9.34,62050000.0,590103000.0,0.2,-0.4743,1.4,0.22,0.33
1183,1183,"Oxford Industries, Inc.",OXM,Consumer Discretionary,"Apparel, Accessories and Luxury Goods",OXM,82.94,16960000.0,1407000000.0,-,0.0774,0.97,4.57,3.94
1184,1184,Bank OZK,OZK,Financials,Regional Banks,OZK,32.62,128600000.0,4199000000.0,0.12,-0.3032,2.18,3.48,3.22
1185,1185,PacWest Bancorp,PACW,Financials,Regional Banks,PACW,39.8,118910000.0,4688000000.0,0.1,-0.22329999999999997,1.64,3.79,3.71
1186,1186,Phibro Animal Health Corporation,PAHC,Health Care,Pharmaceuticals,PAHC,33.76,20280000.0,1404000000.0,0.053,-0.20170000000000002,0.01,1.68,1.81
1187,1187,"Par Pacific Holdings, Inc.",PARR,Energy,Oil and Gas Refining and Marketing,PARR,19.61,49290000.0,962645000.0,-,0.1553,1.4,1.65,0.85
1188,1188,"Patrick Industries, Inc.",PATK,Industrials,Building Products,PATK,50.05,23850000.0,1189000000.0,0.075,-0.122,2.77,4.76,4.64
1189,1189,"Prosperity Bancshares, Inc.",PB,Financials,Regional Banks,PB,73.82,69850000.0,5137000000.0,0.09119999999999999,0.0288,1.27,4.82,4.72
1190,1190,PBF Energy Inc,PBF,Energy,Oil & Gas Refining & Marketing,PBF,33.76,119850000.0,4053000000.0,0.0689,-0.126,1.33,2.07,1.1
1191,1191,Verifone,PAY,Information Technology,IT Services,PAY,-,-,-,-,-,-,-,-
1192,1192,Prosperity Bancshares Inc,PB,Financials,Regional Banks,PB,73.82,69850000.0,5137000000.0,0.09119999999999999,0.0288,1.27,4.82,4.72
1193,1193,Prestige Brands Holdings Inc,PBH,Health Care,Pharmaceuticals,PBH,29.3,51800000.0,1519000000.0,0.06,-,0.94,2.76,1.21
1194,1194,Pitney Bowes,PBI,Industrials,Office Services & Supplies,PBI,7.15,185110000.0,1318000000.0,-0.06,-0.2984,2.01,1.11,1.19
1195,1195,Potlatch Corp,PCH,Real Estate,Specialized REITs,PCH,39.8,67870000.0,2621000000.0,0.05,-0.249,1.3,1.05,1.74
1196,1196,"PDC Energy, Inc.",PDCE,Energy,Oil and Gas Exploration and Production,PDCE,44.01,66099999.99999999,2872000000.0,0.384,-0.1843,1.13,3.03,0.03
1197,1197,Patterson Companies,PDCO,Health Care,Health Care Distributors,PDCO,21.77,93480000.0,2041999999.9999998,0.022400000000000003,-0.0653,1.79,1.42,0.83
1198,1198,"PDF Solutions, Inc.",PDFS,Information Technology,Semiconductor Equipment,PDFS,13.02,32600000.0,425374000.0,0.16,0.1677,1.32,0.2,-0.24
1199,1199,Pennsylvania Real Estate Investment Trust,PEI,Real Estate,Retail REITs,PEI,6.12,77380000.0,515133000.00000006,0.01,-0.3709,1.79,-0.46,-1.98
1200,1200,"Penn National Gaming, Inc.",PENN,Consumer Discretionary,Casinos and Gaming,PENN,21.88,117690000.0,2548000000.0,-0.324,-0.2735,2.19,1.41,0.93
1201,1201,"Perry Ellis International, Inc.",PERY,Consumer Discretionary,"Apparel, Accessories and Luxury Goods",PERY,-,-,-,-,-,-,-,-
1202,1202,Pioneer Energy Services Corp.,PES,Energy,Oil and Gas Drilling,PES,1.95,78460000.0,137299000.0,-0.2789,-0.4464,2.35,-0.47,-0.63
1203,1203,"PetMed Express, Inc.",PETS,Consumer Discretionary,Internet and Direct Marketing Retail,PETS,22.57,20480000.0,450011000.0,0.0739,-0.3261,0.85,1.98,2.01
1204,1204,Preferred Bank,PFBC,Financials,Regional Banks,PFBC,48.95,15070000.0,743986000.0,0.1,-0.2311,1.49,5.14,4.78
1205,1205,"Provident Financial Services, Inc.",PFS,Financials,Thrifts and Mortgage Finance,PFS,27.04,66590000.0,1762000000.0,0.08,0.0318,0.48,1.91,1.87
1206,1206,"Progenics Pharmaceuticals, Inc.",PGNX,Health Care,Biotechnology,PGNX,5.14,84540000.0,434126000.0,2.964,-0.2181,2.05,-0.6,-0.87
1207,1207,"PGT Innovations, Inc.",PGTI,Industrials,Building Products,PGTI,14.58,59040000.0,858433000.0,0.3987,-0.16449999999999998,0.97,1.02,1.0
1208,1208,Polaris Industries Inc,PII,Consumer Discretionary,Leisure Products,PII,96.7,61070000.0,5895000000.0,0.15,-0.07980000000000001,1.4,6.15,5.19
1209,1209,Piper Jaffray Companies,PJC,Financials,Investment Banking and Brokerage,PJC,80.53,12660000.0,1022999999.9999999,0.1,0.1517,1.23,6.41,4.57
1210,1210,Park Electrochemical Corp.,PKE,Information Technology,Electronic Manufacturing Services,PKE,16.56,20280000.0,333393000.0,0.15,-0.0258,1.31,0.46,1.36
1211,1211,"Photronics, Inc.",PLAB,Information Technology,Semiconductor Equipment,PLAB,9.43,67050000.0,626596000.0,0.1,0.2327,0.77,0.4,0.58
1212,1212,"Dave & Buster's Entertainment, Inc.",PLAY,Consumer Discretionary,Restaurants,PLAY,59.2,36600000.0,2069000000.0,-,0.3937,1.28,3.08,2.93
1213,1213,"The Children's Place, Inc.",PLCE,Consumer Discretionary,Apparel Retail,PLCE,112.0,15780000.0,1776000000.0,-,-0.1207,1.37,5.6,6.01
1214,1214,Plantronics Inc,PLT,Information Technology,Communications Equipment,PLT,52.73,39470000.0,2031000000.0000002,0.15,-0.1888,1.71,4.76,-2.91
1215,1215,ePlus inc.,PLUS,Information Technology,Technology Distributors,PLUS,93.57,13610000.0,1273000000.0,0.05,0.17550000000000002,1.35,5.28,4.18
1216,1216,Plexus Corp.,PLXS,Information Technology,Electronic Manufacturing Services,PLXS,59.58,30240000.0,1821000000.0,0.08130000000000001,0.0897,1.11,3.47,4.42
1217,1217,PennyMac Mortgage Investment Trust,PMT,Real Estate,Mortgage REITs,PMT,21.04,68410000.0,1439000000.0,0.1331,0.1978,0.59,1.86,1.99
1218,1218,Pinnacle Financial Partners,PNFP,Financials,Regional Banks,PNFP,58.96,76580000.0,4462000000.0,0.322,-0.0795,1.71,5.1,4.78
1219,1219,PNM Resources,PNM,Utilities,Electric Utilities,PNM,45.6,79650000.0,3688000000.0,0.039,0.1483,0.36,2.15,1.07
1220,1220,PolyOne Corp,POL,Materials,Specialty Chemicals,POL,27.98,77820000.0,2156000000.0,0.0895,-0.3321,1.63,2.47,1.89
1221,1221,Pool Corp,POOL,Consumer Discretionary,Distributors,POOL,181.48,39600000.0,7245000000.0,0.17,0.304,1.03,6.27,5.69
1222,1222,Post Holdings Inc,POST,Consumer Staples,Food Products,POST,111.88,66500000.0,7513000000.0,0.201,0.40270000000000006,0.66,4.98,3.95
1223,1223,"Power Integrations, Inc.",POWI,Information Technology,Semiconductors,POWI,77.85,29270000.0,2305000000.0,0.0726,0.1482,0.87,2.33,2.12
1224,1224,"Powell Industries, Inc.",POWL,Information Technology,Electrical Components and Equipment,POWL,29.87,12340000.0,362352000.0,0.1,0.005,1.95,0.07,-0.36
1225,1225,"Pacific Premier Bancorp, Inc.",PPBI,Financials,Regional Banks,PPBI,29.77,62770000.0,1839000000.0,0.08,-0.25379999999999997,1.75,2.61,2.29
1226,1226,ProAssurance Corporation,PRA,Financials,Property and Casualty Insurance,PRA,36.41,53740000.0,2003000000.0,0.273,-0.2328,0.88,1.45,1.25
1227,1227,"PRA Group, Inc.",PRAA,Financials,Consumer Finance,PRAA,28.75,45330000.0,1280000000.0,0.15,-0.19440000000000002,1.95,1.66,1.44
1228,1228,PRA Health Sciences,PRAH,Health Care,Life Sciences Tools & Services,PRAH,98.0,65660000.0,6360000000.0,0.1576,0.19469999999999998,1.64,5.02,2.32
1229,1229,"Perficient, Inc.",PRFT,Information Technology,IT Consulting and Other Services,PRFT,29.15,32979999.999999996,965899000.0,0.12,0.1787,0.99,1.7,0.73
1230,1230,Progress Software Corporation,PRGS,Information Technology,Systems Software,PRGS,45.45,44490000.0,2025999999.9999998,0.1,0.2334,1.07,2.51,1.3
1231,1231,Primerica Inc,PRI,Financials,Life & Health Insurance,PRI,130.69,42450000.0,5539000000.0,0.17679999999999998,0.3493,1.73,8.09,7.32
1232,1232,"Proto Labs, Inc.",PRLB,Industrials,Industrial Machinery,PRLB,110.66,26920000.0,2951000000.0,0.196,-0.0704,1.96,3.12,2.72
1233,1233,The Providence Service Corporation,PRSC,Health Care,Healthcare Services,PRSC,66.5,12830000.0,847544000.0,0.12,-0.1255,0.85,2.5,-1.93
1234,1234,Perspecta Inc.,PRSP,Information Technology,IT Consulting and Other Services,PRSP,22.63,161590000.0,3726000000.0,0.05,-,-,1.93,0.75
1235,1235,"PS Business Parks, Inc.",PSB,Real Estate,Diversified REITs,PSB,151.94,27360000.0,5332000000.0,-,0.3145,0.57,2.82,6.31
1236,1236,PTC Inc,PTC,Information Technology,Application Software,PTC,90.7,118630000.0,10726000000.0,0.35479999999999995,0.10490000000000001,1.03,1.8,0.06
1237,1237,Patterson-UTI Energy,PTEN,Energy,Oil & Gas Drilling,PTEN,14.18,208250000.0,2846000000.0,0.226,-0.3427,1.68,-0.65,-1.46
1238,1238,ProPetro Holding Corp.,PUMP,Energy,Oil and Gas Equipment and Services,PUMP,23.5,100330000.0,2189000000.0,0.051,0.2683,1.86,2.48,2.0
1239,1239,Penn Virginia Corporation,PVAC,Energy,Oil and Gas Exploration and Production,PVAC,45.27,15110000.0,674980000.0,0.1,-0.029500000000000002,0.98,10.78,14.7
1240,1240,Papa John’s International Inc,PZZA,Consumer Discretionary,Restaurants,PZZA,51.94,31780000.0,1625000000.0,0.039,-0.1634,0.74,1.11,0.05
1241,1241,QEP Resources Inc,QEP,Energy,Oil & Gas Exploration & Production,QEP,7.6,238040000.0,1787000000.0,-0.056900000000000006,-0.3818,2.22,0.29,-4.54
1242,1242,Quorum Health Corporation,QHC,Health Care,Healthcare Facilities,QHC,1.73,31290000.0,64154000.0,-0.1751,-0.7574,2.04,-1.37,-6.9110000000000005
1243,1243,"Qualys, Inc.",QLYS,Information Technology,Systems Software,QLYS,87.64,39150000.0,3534000000.0,0.08,0.1352,0.83,1.87,1.37
1244,1244,"QuinStreet, Inc.",QNST,Information Technology,Internet Software and Services,QNST,14.49,49810000.0,711746000.0,0.25,0.2954,-0.11,0.62,1.36
1245,1245,Ryder System,R,Industrials,Trucking,R,64.44,53270000.0,3375000000.0,0.1461,-0.0288,1.98,6.1,5.17
1246,1246,"Raven Industries, Inc.",RAVN,Industrials,Industrial Conglomerates,RAVN,39.21,35940000.0,1406000000.0,-,0.0713,1.64,1.5,1.42
1247,1247,Regal Beloit Corp,RBC,Industrials,Electrical Components & Equipment,RBC,85.45,42810000.0,3640000000.0,0.127,0.1924,1.37,6.42,5.26
1248,1248,"Rent-A-Center, Inc.",RCII,Consumer Discretionary,Computer and Electronics Retail,RCII,24.92,54050000.0,1347000000.0,0.05,1.456,0.17,1.87,0.16
1249,1249,"Resources Connection, Inc.",RECN,Industrials,Research and Consulting Services,RECN,16.11,32020000.000000004,514568999.99999994,0.08,0.0313,1.26,0.96,0.8
1250,1250,"Renewable Energy Group, Inc.",REGI,Energy,Oil and Gas Refining and Marketing,REGI,24.4,37360000.0,894657000.0,0.15,0.8690000000000001,0.3,1.07,6.52
1251,1251,"Ring Energy, Inc.",REI,Energy,Oil and Gas Exploration and Production,REI,5.27,67810000.0,343800000.0,0.37,-0.6920000000000001,1.94,0.39,0.15
1252,1252,REX American Resources Corporation,REX,Energy,Oil and Gas Refining and Marketing,REX,86.36,6270000.0,529309999.99999994,0.08,0.1518,0.64,0.0,4.91
1253,1253,Reinsurance Group of America,RGA,Financials,Reinsurance,RGA,151.1,62540000.0,9447000000.0,0.10220000000000001,0.011200000000000002,0.68,13.21,12.5
1254,1254,Repligen Corporation,RGEN,Health Care,Biotechnology,RGEN,67.85,44070000.0,2986000000.0,0.25,0.8619,0.95,0.83,0.37
1255,1255,Royal Gold Inc,RGLD,Materials,Gold,RGLD,86.83,65519999.99999999,5702000000.0,0.12,-0.0222,-0.38,1.62,-1.35
1256,1256,REGENXBIO Inc.,RGNX,Health Care,Biotechnology,RGNX,51.33,36610000.0,1841000000.0,0.02,0.3786,1.04,-3.34,2.73
1257,1257,"Sturm, Ruger & Company, Inc.",RGR,Consumer Discretionary,Leisure Products,RGR,56.7,17460000.0,973284000.0,-,0.025,0.51,3.47,2.88
1258,1258,Regis Corporation,RGS,Consumer Discretionary,Specialized Consumer Services,RGS,19.81,40230000.0,742327000.0,0.08,0.258,1.26,0.78,0.1
1259,1259,RH,RH,Consumer Discretionary,Home Furnishing Retail,RH,107.72,20480000.0,2176000000.0,-,0.1251,1.33,8.46,5.68
1260,1260,Transocean,RIG,Energy,Oil & Gas Drilling,RIG,8.8,610360000.0,4858000000.0,1.565,-0.28859999999999997,2.0,-0.84,-4.27
1261,1261,RLI Corp.,RLI,Financials,Property and Casualty Insurance,RLI,79.45,44550000.0,3600000000.0,0.098,0.25730000000000003,0.96,2.41,2.62
1262,1262,"RE/MAX Holdings, Inc.",RMAX,Real Estate,Real Estate Services,RMAX,44.02,17810000.0,1320000000.0,1.555,-0.1891,1.09,2.23,1.52
1263,1263,Rambus Inc.,RMBS,Information Technology,Semiconductors,RMBS,11.34,110030000.0,1263000000.0,0.1329,-0.1578,1.35,0.9,-1.37
1264,1264,RenaissanceRe Holdings Ltd,RNR,Financials,Reinsurance,RNR,153.29,43950000.0,6816000000.0,0.22,0.12539999999999998,0.38,11.83,4.91
1265,1265,"Gibraltar Industries, Inc.",ROCK,Industrials,Building Products,ROCK,40.11,32170000.0,1275000000.0,0.2,0.13849999999999998,1.24,2.37,1.96
1266,1266,Rogers Corporation,ROG,Information Technology,Electronic Components,ROG,166.09,18530000.0,3101000000.0,0.2,0.5498,3.16,6.09,4.7
1267,1267,Retail Opportunity Investments Corp.,ROIC,Real Estate,Retail REITs,ROIC,17.45,114310000.0,2206000000.0,0.08,0.013999999999999999,0.9,0.31,0.4
1268,1268,Rollins Inc.,ROL,Industrials,Environmental & Facilities Services,ROL,38.97,327530000.0,12666000000.0,0.08199999999999999,0.2026,0.85,0.77,0.69
1269,1269,RPM International Inc,RPM,Materials,Specialty Chemicals,RPM,60.65,131070000.0,7973000000.0,0.0935,0.2559,0.94,2.56,1.65
1270,1270,Ramco-Gershenson Properties Trust,RPT,Real Estate,Retail REITs,RPT,11.97,80360000.0,996222000.0,-0.0403,0.0025,0.83,0.12,0.13
1271,1271,Range Resources,RRC,Energy,Oil & Gas Exploration & Production,RRC,9.52,244010000.0,2199000000.0,0.0742,-0.322,1.14,0.59,-7.27
1272,1272,R.R. Donnelley & Sons Company,RRD,Industrials,Commercial Printing,RRD,4.72,70830000.0,328645000.0,-0.05,-0.4414,1.48,0.67,-0.16
1273,1273,"Red Robin Gourmet Burgers, Inc.",RRGB,Consumer Discretionary,Restaurants,RRGB,32.16,12970000.0,417616000.0,0.09699999999999999,-0.48210000000000003,1.24,1.22,-0.5
1274,1274,Reliance Steel & Aluminum Co.,RS,Materials,Steel,RS,91.68,67230000.0,6179000000.0,0.037599999999999995,0.043,1.27,8.48,9.22
1275,1275,"Rudolph Technologies, Inc.",RTEC,Information Technology,Semiconductor Equipment,RTEC,24.07,30930000.0,747979000.0,0.12,-0.050499999999999996,1.0,1.24,1.4
1276,1276,"Ruth's Hospitality Group, Inc.",RUTH,Consumer Discretionary,Restaurants,RUTH,26.6,30450000.0,787821000.0,0.1418,-0.0108,0.74,1.44,1.37
1277,1277,"Redwood Trust, Inc.",RWT,Real Estate,Mortgage REITs,RWT,16.3,96660000.0,1580000000.0,0.13449999999999998,0.06709999999999999,0.47,1.57,1.35
1278,1278,Rayonier Advanced Materials Inc.,RYAM,Materials,Specialty Chemicals,RYAM,15.18,49800000.0,739760000.0,0.14,-0.2888,2.54,1.35,1.96
1279,1279,Rayonier Inc,RYN,Real Estate,Specialized REITs,RYN,31.53,129169999.99999999,4110000000.0000005,0.067,-0.1522,0.76,0.5,0.79
1280,1280,Sabre Corp,SABR,Information Technology,Data Processing & Outsourced Services,SABR,22.97,275530000.0,5701000000.0,0.06309999999999999,0.1076,0.89,1.07,1.22
1281,1281,Sanderson Farms,SAFM,Consumer Staples,Packaged Foods & Meats,SAFM,149.89,22160000.0,3346000000.0,-0.23600000000000002,0.3543,1.01,3.0,-0.35
1282,1282,"Safety Insurance Group, Inc.",SAFT,Financials,Property and Casualty Insurance,SAFT,93.47,15380000.0,1435000000.0,0.15,0.171,0.67,5.75,5.43
1283,1283,"Sonic Automotive, Inc.",SAH,Customer Discretionary,Automotive Retail,SAH,20.72,31050000.0,873679000.0,0.0055000000000000005,0.048499999999999995,1.42,1.74,2.24
1284,1284,"Saia, Inc.",SAIA,Industrials,Trucking,SAIA,65.1,25610000.0,1656000000.0,0.154,-0.013600000000000001,1.24,4.63,3.99
1285,1285,Science Applications Intl Corp,SAIC,Information Technology,IT Consulting & Other Services,SAIC,73.7,59170000.0,4436000000.0,-,-0.1441,1.11,5.08,3.11
1286,1286,Boston Beer Company,SAM,Consumer Staples,Brewers,SAM,303.46,8620000.0,3561000000.0,0.102,0.3566,0.8,8.57,9.07
1287,1287,Sanmina Corporation,SANM,Information Technology,Electronic Manufacturing Services,SANM,32.96,68430000.0,2333000000.0,-0.015,-0.0017000000000000001,0.95,3.09,1.62
1288,1288,Seacoast Banking Corporation of Florida,SBCF,Financials,Regional Banks,SBCF,28.38,51120000.0,1445000000.0,0.09,0.0297,0.92,1.94,1.45
1289,1289,Sally Beauty Holdings Inc,SBH,Consumer Discretionary,Specialty Stores,SBH,18.0,120040000.0,2134000000.0,0.0363,0.0405,0.4,2.22,1.96
1290,1290,Signature Bank,SBNY,Financials,Regional Banks,SBNY,132.65,55280000.0,7304000000.0,0.12,0.0414,1.63,11.07,11.24
1291,1291,Sabra Health Care REIT,SBRA,Real Estate,Health Care REITs,SBRA,19.4,178320000.0,3495000000.0,0.06,0.059500000000000004,1.3,0.99,1.51
1292,1292,"Southside Bancshares, Inc.",SBSI,Financials,Regional Banks,SBSI,35.27,33720000.0,1188000000.0,0.02,0.0215,0.75,2.24,2.21
1293,1293,Scholastic Corporation,SCHL,Consumer Discretionary,Publishing,SCHL,40.15,33560000.0,1411000000.0,0.091,-0.029500000000000002,0.81,1.47,1.38
1294,1294,Service Corp Intl,SCI,Consumer Discretionary,Specialized Consumer Services,SCI,42.0,182240000.0,7585000000.0,0.08869999999999999,0.15039999999999998,1.16,1.92,2.39
1295,1295,Stepan Company,SCL,Materials,Specialty Chemicals,SCL,91.36,22610000.0,2101000000.0,0.044000000000000004,0.29710000000000003,0.95,5.09,4.83
1296,1296,"ScanSource, Inc.",SCSC,Information Technology,Technology Distributors,SCSC,38.24,25700000.0,972575000.0,0.14,0.11599999999999999,0.71,3.6,2.15
1297,1297,"Shoe Carnival, Inc.",SCVL,Consumer Discretionary,Apparel Retail,SCVL,36.95,15370000.0,551494000.0,-,0.5105,0.74,2.66,2.45
1298,1298,"SolarEdge Technologies, Inc.",SEDG,Information Technology,Semiconductor Equipment,SEDG,44.38,47500000.0,2093000000.0,0.0986,-0.1417,0.44,2.84,2.69
1299,1299,SEI Investments Corp,SEIC,Financials,Asset Management & Custody Banks,SEIC,54.26,152520000.0,8300000000.000001,0.12,-0.13949999999999999,1.09,3.18,3.01
1300,1300,Select Medical Holdings Corporation,SEM,Health Care,Healthcare Facilities,SEM,14.65,135280000.0,1948000000.0,0.10439999999999999,-0.1934,1.08,1.04,1.02
1301,1301,Seneca Foods Corporation,SENEA,Consumer Staples,Packaged Foods and Meats,SENEA,24.26,7700000.0,235322000.0,-,-0.11720000000000001,1.31,-,-0.52
1302,1302,Stifel Financial Corp,SF,Financials,Investment Banking & Brokerage,SF,59.07,70980000.0,4237000000.0,0.12,0.0132,2.03,5.64,4.73
1303,1303,"ServisFirst Bancshares, Inc.",SFBS,Financials,Regional Banks,SFBS,34.32,53500000.0,1813000000.0,-,-0.18489999999999998,1.45,2.67,2.58
1304,1304,"Shutterfly, Inc.",SFLY,Consumer Discretionary,Internet and Direct Marketing Retail,SFLY,44.26,34170000.0,1488000000.0,0.32,-0.4506,1.73,0.74,-0.18
1305,1305,Sprouts Farmers Market,SFM,Consumer Staples,Food Retail,SFM,21.5,123670000.0,2644000000.0,0.0911,-0.1382,0.45,1.21,1.22
1306,1306,Simmons First National Corporation,SFNC,Financials,Regional Banks,SFNC,25.4,96530000.0,2449000000.0,0.05,-0.15990000000000001,1.18,2.34,2.28
1307,1307,Scientific Games Corporation,SGMS,Consumer Discretionary,Casinos & Gaming,SGMS,22.66,92250000.0,2140000000.0000002,-0.7414000000000001,-0.5749,1.83,0.54,-3.87
1308,1308,Shake Shack Inc.,SHAK,Consumer Discretionary,Restaurants,SHAK,62.2,29700000.0,2265000000.0,-0.024,0.29969999999999997,1.72,0.6,0.52
1309,1309,"Steven Madden, Ltd.",SHOO,Consumer Discretionary,Footwear,SHOO,36.2,85780000.0,3116000000.0,0.1,0.1257,0.96,1.82,1.58
1310,1310,Signet Jewelers,SIG,Consumer Discretionary,Specialty Stores,SIG,22.93,51890000.0,1200000000.0,-,-0.4113,1.28,3.0,-12.62
1311,1311,"Selective Insurance Group, Inc.",SIGI,Financials,Property and Casualty Insurance,SIGI,70.36,59220000.0,4197000000.0,0.12279999999999999,0.1877,0.62,4.09,3.0
1312,1312,Six Flags,SIX,Consumer Discretionary,Leisure Facilities,SIX,53.09,84260000.0,4466000000.0,0.063,-0.15990000000000001,1.18,2.78,3.15
1313,1313,"South Jersey Industries, Inc.",SJI,Utilities,Gas Utilities,SJI,31.85,92100000.0,2948000000.0,0.059000000000000004,0.0291,0.93,1.09,0.21
1314,1314,Tanger Factory Outlet Centers Inc,SKT,Real Estate,Retail REITs,SKT,18.43,93380000.0,1780000000.0,0.067,-0.1604,1.08,1.32,0.45
1315,1315,Skechers USA Inc,SKX,Consumer Discretionary,Footwear,SKX,31.69,134320000.0,4984000000.0,0.18,0.10980000000000001,1.29,2.04,1.87
1316,1316,"SkyWest, Inc.",SKYW,Industrials,Airlines,SKYW,61.74,51650000.0,3194000000.0,0.12560000000000002,0.083,1.65,5.89,5.96
1317,1317,Silicon Laboratories Inc,SLAB,Information Technology,Semiconductors,SLAB,106.41,43340000.0,4675000000.0,0.15,0.1481,1.06,3.07,1.42
1318,1318,"U.S. Silica Holdings, Inc.",SLCA,Energy,Oil and Gas Equipment and Services,SLCA,16.59,73470000.0,1162000000.0,0.879,-0.44939999999999997,2.4,-0.03,-2.63
1319,1319,Silgan Holdings Inc,SLGN,Materials,Metal & Glass Containers,SLGN,29.94,110430000.0,3296000000.0,0.09939999999999999,0.067,1.07,2.17,2.02
1320,1320,SLM Corp,SLM,Financials,Consumer Finance,SLM,10.2,432430000.0,4400000000.0,0.1535,-0.1106,2.08,1.26,1.14
1321,1321,SM Energy Co,SM,Energy,Oil & Gas Exploration & Production,SM,16.38,112250000.0,1785000000.0,3.2412,-0.32689999999999997,2.21,-0.17,4.48
1322,1322,Scotts Miracle-Gro Company,SMG,Materials,Fertilizers & Agricultural Chemicals,SMG,84.27,55350000.0,4693000000.0,0.09699999999999999,0.0078000000000000005,1.24,4.21,0.09
1323,1323,"Standard Motor Products, Inc.",SMP,Consumer Discretionary,Auto Parts and Equipment,SMP,51.47,23070000.0,1155000000.0,0.07,0.142,0.18,3.03,1.88
1324,1324,Semtech Corporation,SMTC,Information Technology,Semiconductors,SMTC,53.95,66599999.99999999,3589000000.0,-,0.36950000000000005,1.7,1.88,0.92
1325,1325,Sleep Number Corporation,SNBR,Consumer Discretionary,Home Furnishing Retail,SNBR,35.51,30210000.0,1046999999.9999999,0.1107,0.2541,1.64,2.45,2.17
1326,1326,Senior Housing Properties Trust,SNH,Real Estate,Specialized REITs,SNH,7.96,237730000.0,1914000000.0,0.032,-0.4868,1.15,0.27,1.21
1327,1327,Synovus Financial Corp (GA),SNV,Financials,Regional Banks,SNV,37.03,157450000.0,5797000000.0,0.08,-0.2919,1.46,3.87,3.31
1328,1328,SYNNEX Corporation,SNX,Information Technology,Technology Distributors,SNX,107.63,51220000.0,5515000000.0,0.135,0.0748,0.88,11.87,8.15
1329,1329,Sonoco Products Co,SON,Materials,Paper Packaging,SON,63.14,100030000.0,6304000000.0,0.057300000000000004,0.2262,0.82,3.58,3.1
1330,1330,Sonic Corp.,SONC,Consumer Discretionary,Restaurants,SONC,-,-,-,-,-,-,-,-
1331,1331,Superior Energy Services Inc,SPN,Energy,Oil & Gas Equipment & Services,SPN,4.03,155960000.0,564564000.0,-0.3897,-0.6281,2.59,-0.77,-5.466
1332,1332,"Spok Holdings, Inc.",SPOK,Telecommunication Services,Wireless Telecommunication Services,SPOK,14.06,19210000.0,265511000.00000003,-,-0.054400000000000004,0.55,-,-0.06
1333,1333,"Spectrum Pharmaceuticals, Inc.",SPPI,Health Care,Biotechnology,SPPI,9.69,110150000.0,1026000000.0,-,-0.3932,4.05,-1.48,-1.16
1334,1334,"SPS Commerce, Inc.",SPSC,Information Technology,Internet Software and Services,SPSC,108.0,17470000.0,1813000000.0,0.15,0.5698,0.45,2.09,1.55
1335,1335,SpartanNash Company,SPTN,Consumer Staples,Food Distributors,SPTN,16.51,36330000.0,592030000.0,0.0043,-0.0908,1.5,1.76,0.93
1336,1336,SPX Corporation,SPXC,Industrials,Industrial Machinery,SPXC,36.8,43870000.0,1593000000.0,0.1562,0.1631,1.14,2.58,1.82
1337,1337,Spire Inc.,SR,Utilities,Gas Utilities,SR,82.96,50740000.0,4276000000.0,0.023700000000000002,0.1483,0.2,3.72,3.3
