,Security,Symbol,GICS Sector,GICS Sub Industry,Ticker,Price,Shares Outstanding,Market Cap,Expected Growth - 5 Year,Last 12 Month Return,Beta,Avg Current Estimate,EPS,Equity COC,PVEPS,EPS1,EPS2,EPS3,EPS4,EPS5,Known Growth,Unknown Growth,% Present,% Known,% Unknown
1109,"Myers Industries, Inc.",MYE,Materials,Metal and Glass Containers,MYE,17.91,35390000.0,625308000.0,0.2,-0.23129999999999998,1.63,0.79,-0.1,0.12506,6.316967855429394,-0.12,-0.144,-0.17279999999999998,-0.20735999999999996,-0.24883199999999994,-0.6854356578232002,12.278467802393807,35.270618958288075,-3.827111433965383,68.55649247567732
1110,"Myriad Genetics, Inc.",MYGN,Health Care,Biotechnology,MYGN,31.96,73270000.0,2309000000.0,0.1115,0.1255,1.15,1.71,0.31,0.0953,17.94333683105981,0.34456499999999995,0.38298399749999995,0.4256867132212499,0.47315078174541925,0.5259070939100334,1.7745471314126688,12.242116037527522,56.1431064801621,5.5524002860221175,38.30449323381577
1111,MYR Group Inc.,MYRG,Industrials,Construction and Engineering,MYRG,36.15,16600000.000000002,598419000.0,0.07,0.2077,0.91,2.31,1.87,0.08042,28.72419796070629,2.0009,2.140963,2.2908304100000003,2.4511885387000003,2.6227717364090006,9.813377417246805,-2.387575377953098,79.4583622702802,27.146272246879132,-6.604634517159331
1112,Nanometrics Incorporated,NANO,Information Technology,Semiconductor Equipment,NANO,30.15,24530000.0,733830000.0,0.12,0.23010000000000003,1.43,1.22,2.34,0.11265999999999998,10.82904313864726,2.6208,2.935296,3.2875315200000004,3.682035302400001,4.123879538688001,13.278033322642601,6.04292353871014,35.917224340455256,44.03991151788591,20.042864141658836
1113,National Instruments Corp,NATI,Information Technology,Electronic Equipment Manufacturers,NATI,47.01,132900000.0,6216000000.0,0.5540999999999999,0.1528,0.77,1.21,1.16,0.07174,16.866462224700307,1.802756,2.8016630996000003,4.354064623088361,6.766651830741622,10.516053610155554,21.674969549290367,8.468568226009324,35.878456125718586,46.10714645669085,18.014397417590565
1114,"The Navigators Group, Inc.",NAVG,Financials,Property and Casualty Insurance,NAVG,69.95,29820000.0,2085000000.0,0.08,0.23809999999999998,0.07,3.43,1.13,0.02834,121.030345800988,1.2204,1.318032,1.4234745600000003,1.5373525248000004,1.6603407267840005,6.746664298035026,-57.82701009902303,173.02408263186274,9.644981126569014,-82.66906375843178
1115,Navient Corp.,NAVI,Financials,Consumer Finance,NAVI,13.16,240000000.0,3236000000.0,0.12,-0.006,2.39,2.01,1.53,0.17218,11.67382971309095,1.7136000000000002,1.9192320000000005,2.149539840000001,2.4074846208000014,2.696382775296002,7.8383929059522846,-6.352222619043234,88.70691271345706,59.56225612425748,-48.269168837714545
1116,National Bank Holdings Corporation,NBHC,Financials,Regional Banks,NBHC,38.51,30850000.0,1177000000.0,0.1,0.08439999999999999,1.17,2.3,2.28,0.09653999999999999,23.82432152475658,2.508,2.7588000000000004,3.0346800000000007,3.3381480000000012,3.6719628000000015,12.619387022830438,2.0662914524129796,61.86528570437959,32.76911717172277,5.365597123897636
1117,Nabors Industries Ltd,NBR,Energy,Oil and Gas Drilling,NBR,3.57,363150000.0,1257000000.0,0.364,-0.5347999999999999,2.88,-0.86,-1.994,0.20256,-4.24565560821485,-2.719816,-3.7098290239999994,-5.060206788735998,-6.902122059835901,-9.414494489616168,-17.774306971245696,25.589962579460547,-118.92592740097619,-497.879747093717,716.8056744946932
1118,NBT Bancorp Inc.,NBTB,Financials,Regional Banks,NBTB,38.35,43740000.0,1666000000.0,0.05,0.0471,0.92,2.63,2.63,0.08104,32.45310957551826,2.7615,2.899575,3.04455375,3.1967814375,3.356620509375,13.0370299663168,-7.14013954183506,84.62349302612323,33.99486301516767,-18.618356041290898
1119,"Navigant Consulting, Inc.",NCI,Industrials,Research and Consulting Services,NCI,23.26,39350000.0,897496000.0,0.135,0.0837,0.77,0.89,2.53,0.07174,12.405910231391136,2.8715499999999996,3.2592092499999996,3.6992024987499996,4.1985948360812495,4.765405138952218,16.15572960552004,-5.301639836911175,53.33581354854314,69.45713501943267,-22.792948567975813
1120,NCR Corp,NCR,Information Technology,"Technology Hardware, Storage and Peripherals",NCR,28.68,118940000.0,3446000000.0,0.04,-0.06269999999999999,1.58,2.81,-1.16,0.12196000000000001,23.040341095441125,-1.2064,-1.254656,-1.30484224,-1.3570359296,-1.4113173667840002,-5.212777314745019,10.852436219303893,80.33591734812109,-18.175653119752507,37.839735771631425
1121,Nordson Corp,NDSN,Industrials,Industrial Machinery,NDSN,145.48,57330000.0,8385000000.0,0.113,0.14,0.85,6.34,5.45,0.07669999999999999,82.65971316818775,6.06585,6.75129105,7.51418693865,8.36329006271745,9.308341839804521,32.444415441719464,30.375871390092776,56.818609546458454,22.30163283043681,20.87975762310474
1122,Noble Corporation plc,NE,Energy,Oil and Gas Drilling,NE,2.77,249150000.0,651527000.0,0.0599,-0.41759999999999997,3.03,-1.77,-3.59,0.21186,-8.354573775134524,-3.805041,-4.0329629559,-4.27453743695841,-4.53058222943222,-4.80196410497521,-14.8156324075498,25.94020618268432,-301.60916155720304,-534.8603757238195,936.4695372810223
1123,Neogen Corporation,NEOG,Health Care,Healthcare Supplies,NEOG,60.5,52120000.0,3133000000.0,0.125,-0.115,1.06,1.12,1.18,0.08972,12.48328131966117,1.3275,1.4934375,1.6801171875,1.8901318359375001,2.1263983154296877,7.081422976036019,40.93529570430281,20.633522842415157,11.704831365348792,67.66164579223606
1124,NewMarket Corporation,NEU,Materials,Specialty Chemicals,NEU,419.39,11190000.0,4700000000.0,0.077,0.1066,0.27,21.48,20.76,0.04074,527.2459499263623,22.358520000000002,24.08012604,25.93429574508,27.931236517451158,30.081941729294897,119.85860477775273,-227.71455470411505,125.71733945167084,28.57927103120073,-54.296610482871564
1126,"Northfield Bancorp, Inc. (Staten Island, NY)",NFBK,Financials,Thrifts and Mortgage Finance,NFBK,15.18,49770000.0,746108000.0,0.08,-0.0455,0.91,0.78,0.82,0.08042,9.699079830887838,0.8856,0.9564480000000001,1.03296384,1.1156009472000001,1.2048490229760003,4.42455867684482,1.0563614922673414,63.89380652758787,29.147290361296577,6.958903111115557
1127,National Fuel Gas,NFG,Utilities,Gas Utilities,NFG,58.73,86280000.0,5087000000.0,0.085,0.14,0.81,3.57,3.41,0.07422000000000001,48.1002425222312,3.69985,4.01433725,4.355555916249999,4.7257781691312495,5.127469313507405,18.874281582019677,-8.244524104250878,81.9006342963242,32.13737711905274,-14.038011415376943
1128,Ingevity Corporation,NGVT,Materials,Specialty Chemicals,NGVT,115.38,41750000.0,4806000000.0,0.125,0.4963,1.61,4.93,3.97,0.12382000000000001,39.815861734776284,4.4662500000000005,5.024531250000001,5.652597656250001,6.359172363281251,7.154068908691408,22.378194453185614,53.18594381203809,34.50846050855979,19.395211001200916,46.096328490239294
1129,New Jersey Resources,NJR,Utilities,Gas Utilities,NJR,49.81,88770000.0,4455000000.0,0.06,0.2022,0.37,2.12,2.2,0.046939999999999996,45.16403919897743,2.3320000000000003,2.4719200000000003,2.6202352000000007,2.777449312000001,2.944096270720001,11.95455571852235,-7.308594917499775,90.67263440870794,24.000312625019774,-14.672947033727713
1130,"Nautilus, Inc.",NLS,Consumer Discretionary,Leisure Products,NLS,5.35,29590000.0,157567000.0,0.1,-0.6344,-0.06,0.36,0.49,0.02028,17.75147928994083,0.539,0.5929000000000001,0.6521900000000002,0.7174090000000002,0.7891499000000003,3.150362280729294,-15.551841570670122,331.8033512138473,58.88527627531391,-290.68862748916115
1131,"NMI Holdings, Inc.",NMIH,Financials,Thrifts and Mortgage Finance,NMIH,28.12,66430000.00000001,1863000000.0,0.4324,1.0245,1.89,2.24,1.6,0.14118,15.86627000991642,2.29184,3.2828316159999997,4.7023280067584,6.735614636880731,9.648094405867958,19.00046460008187,-6.746734609998288,56.4234353126473,67.56921977269512,-23.99265508534242
1132,National Retail Properties Inc,NNN,Real Estate,Retail REITs,NNN,51.9,161980000.0,8520000000.0,0.1,0.3651,0.29,1.56,1.65,0.04198,37.160552644116244,1.815,1.9965000000000002,2.1961500000000003,2.4157650000000004,2.6573415000000007,10.143495401794619,4.595951954089136,71.60029411197735,19.54430713255225,8.855398755470397
1133,"Neenah, Inc.",NP,Materials,Paper Products,NP,67.64,16870000.0,1144000000.0,0.115,-0.1326,1.2,3.73,2.12,0.09839999999999999,37.90650406504066,2.3638,2.635637,2.938735255,3.276689809325,3.653509137397375,12.181678355745795,17.551817579213548,56.04154947522274,18.009577699210226,25.948872825567044
1135,"EnPro Industries, Inc.",NPO,Industrials,Industrial Machinery,NPO,74.8,20820000.0,1562000000.0,0.08,-0.004699999999999999,1.38,4.46,1.16,0.10955999999999999,40.70828769623951,1.2528,1.353024,1.46126592,1.5781671936000001,1.7044205690880003,5.93901313144953,28.15269917231096,54.422844513689185,7.939857127606323,37.63729835870449
1136,"Newpark Resources, Inc.",NR,Energy,Oil and Gas Equipment and Services,NR,7.55,90510000.0,664712000.0,0.526,-0.281,1.73,0.4,0.28,0.13126,3.047386865762609,0.42728000000000005,0.65202928,0.9949966812800001,1.5183649356332802,2.3170248917763856,4.244692833998556,0.25792030023883505,40.362739943875624,56.221097139053725,3.416162917070663
1137,National Storage Affiliates Trust,NSA,Real Estate,Specialized REITs,NSA,28.91,56680000.0,2492000000.0,0.11,0.0965,0.43,0.79,0.07,0.05066,15.594157125937626,0.07770000000000002,0.08624700000000003,0.09573417000000005,0.10626492870000007,0.11795407085700009,0.434933314034936,12.880909560027439,53.94035671372406,1.5044389970077343,44.55520428926821
1138,"Insight Enterprises, Inc.",NSIT,Industrials,Technology Distributors,NSIT,56.29,35760000.0,2021999999.9999998,0.07400000000000001,0.5825,1.35,4.78,4.55,0.10770000000000002,44.382544103992565,4.8867,5.2483158,5.636691169200001,6.053806315720801,6.501787983084141,22.99134635120664,-11.083890455199207,78.84623219753522,40.84445967526495,-19.690691872800155
1139,"Insperity, Inc.",NSP,Industrials,Human Resource and Employment Services,NSP,119.75,41260000.0,4943000000.0,0.18,0.44880000000000003,1.19,4.59,3.22,0.09778,46.94211495193291,3.7996,4.483528,5.290563039999999,6.242864387199999,7.3665799768959985,22.065011458833,50.742873589234094,39.20009599326339,18.425896834098534,42.37400717263807
1140,NetScout Systems,NTCT,Information Technology,Communications Equipment,NTCT,29.41,77830000.0,2286000000.0,0.0178,0.08470000000000001,0.99,1.33,-0.95,0.08538,15.577418599203561,-0.9669099999999999,-0.984120998,-1.0016383517644,-1.0194675144258065,-1.0376140361825859,-4.268846709437652,18.10142811023409,52.96640122136539,-14.51494970907056,61.54854848770517
1141,"NETGEAR, Inc.",NTGR,Information Technology,Communications Equipment,NTGR,30.85,31470000.0,980823000.0,0.066,-0.4354,1.59,2.49,-0.06,0.12258,20.31326480665688,-0.06396,-0.06818136000000001,-0.07268132976000001,-0.07747829752416001,-0.08259186516075458,-0.2891473044635102,10.825882497806633,65.84526679629458,-0.937268409930341,35.09200161363576
1143,Nu Skin Enterprises,NUS,Consumer Staples,Personal Products,NUS,50.86,55510000.0,2824000000.0,0.11199999999999999,-0.2874,0.67,3.88,2.16,0.06554,59.20048825144949,2.4019200000000005,2.6709350400000007,2.970079764480001,3.302728698101762,3.6726343122891594,13.103561066211295,-21.444049317660788,116.3989151621107,25.76398164807569,-42.16289681018637
1144,NuVasive Inc,NUVA,Health Care,Health Care Equipment,NUVA,60.76,51860000.0,3125000000.0,0.1198,0.1361,1.38,2.25,0.24,0.10955999999999999,20.536692223439214,0.268752,0.3009484896,0.33700211865408,0.3773749724688387,0.42258449417060556,1.3687927694827162,38.85451500707807,33.79969095365242,2.2527859932236933,63.94752305312389
1145,NVR Inc,NVR,Consumer Discretionary,Homebuilding,NVR,3121.49,3590000.0,11365000000.0,0.168,0.0105,0.64,186.59,203.57,0.06368,2930.1193467336684,237.76976,277.71507968,324.37121306623993,378.8655768613682,442.51499377407805,1446.0542435941504,-1254.683590327819,93.86925304049248,46.32576889863977,-40.195021939132246
1147,"Northwest Bancshares, Inc.",NWBI,Financials,Thrifts and Mortgage Finance,NWBI,17.51,106220000.0,1850000000.0,0.07,0.0548,0.8,1.1,1.02,0.0736,14.945652173913045,1.0914000000000001,1.1677980000000003,1.2495438600000004,1.3370119302000005,1.4306027653140005,5.420525640826354,-2.8561778147393975,85.35495244953195,30.956742666055703,-16.31169511558765
1148,NorthWestern Corporation,NWE,Utilities,Multi-Utilities,NWE,68.57,50440000.0,3520000000.0,0.029900000000000003,0.2463,0.33,3.45,4.19,0.04446,77.5978407557355,4.315281000000001,4.444307901900001,4.577192708166812,4.714050770140999,4.855000888168215,20.983173009184906,-30.011013764920417,113.16587539118494,30.60109816127302,-43.766973552457955
1149,Northwest Natural Gas Company,NWN,Utilities,Gas Utilities,NWN,66.1,28960000.0,1931000000.0,0.04,0.0794,0.46,2.32,2.23,0.05252,44.17364813404417,2.3192,2.411968,2.50844672,2.6087845888,2.713135972352,11.323387241729131,10.602964624226692,66.82851457495336,17.13069174240413,16.0407936826425
1150,Quanex Building Products Corporation,NX,Industrials,Building Products,NX,16.72,33030000.0,551324000.0,0.15,-0.0245,1.57,0.83,0.51,0.12134,6.840283500906543,0.5864999999999999,0.6744749999999998,0.7756462499999998,0.8919931874999997,1.0257921656249995,3.0862823221432616,6.793434176950193,40.9107864886755,18.458626328608023,40.63058718271647
1151,New York Community Bancorp Inc,NYCB,Financials,Thrifts & Mortgage Finance,NYCB,11.72,467240000.0,5420000000.0,-0.205,-0.0387,1.51,0.81,0.79,0.11762,6.88658391430029,0.6280500000000001,0.4992997500000001,0.3969433012500001,0.3155699244937501,0.25087808997253136,1.7794471268442493,3.053968958855462,58.759248415531474,15.182995962834891,26.057755621633632
1152,"New York Mortgage Trust, Inc.",NYMT,Real Estate,Mortgage REITs,NYMT,6.28,187840000.0,1182000000.0,-0.0002,0.0347,0.21,0.72,0.61,0.03702,19.448946515397083,0.609878,0.6097560244000001,0.6096340731951201,0.6095121463804811,0.609390243951205,2.8382132191178813,-16.007159734514964,309.6966005636478,45.19447801143123,-254.89107857507904
1153,New York Times Company,NYT,Consumer Discretionary,Publishing,NYT,33.28,165920000.0,5512000000.0,0.128,0.41359999999999997,1.29,0.82,0.75,0.10397999999999999,7.8861319484516255,0.8460000000000001,0.9542880000000002,1.0764368640000004,1.2142207825920006,1.3696410427637769,4.418118318387711,20.97574973316066,23.696309941260893,13.27559590861692,63.02809415012217
1154,Oasis Petroleum,OAS,Energy,Oil & Gas Exploration & Production,OAS,6.25,322080000.0,1971000000.0,0.3223,-0.4424,1.79,0.31,-0.12,0.13498,2.296636538746481,-0.158676,-0.2098172748,-0.27744138246804,-0.3668607400374893,-0.4850999565515721,-1.1021692058386405,5.05553266709216,36.7461846199437,-17.63470729341825,80.88852267347455
1156,Old Dominion Freight Line,ODFL,Industrials,Trucking,ODFL,149.55,81130000.0,12098000000.0,0.0851,0.11900000000000001,1.63,7.95,7.7,0.12506,63.56948664640972,8.355269999999999,9.066303476999998,9.837845902892697,10.675046589228865,11.58349305397224,38.9122625038557,47.06825084973458,42.507179302179686,26.01956703701484,31.473253660805472
1157,Office Depot Inc,ODP,Consumer Discretionary,Specialty Stores,ODP,2.48,543230000.0,1306000000.0,0.0058,0.0873,2.53,0.32,0.188,0.18086,1.769324339267942,0.1890904,0.19018712431999998,0.191290209641056,0.19239969285697414,0.1935156110755446,0.7036976459060773,0.006978014825980594,71.34372335757831,28.374905076857956,0.28137156556373366
1158,Corporate Office Properties Trust,OFC,Real Estate,Office REITs,OFC,27.66,110320000.0,3125000000.0,0.08199999999999999,0.0033,1.26,0.77,0.69,0.10211999999999999,7.540148844496672,0.74658,0.8077995600000001,0.8740391239200002,0.9457103320814403,1.0232585793121185,3.599071915792018,16.52077923971131,27.260118743661142,13.011829052031882,59.72805220430698
1159,OFG Bancorp,OFG,Financials,Regional Banks,OFG,20.38,51330000.0,1034000000.0,0.08,0.5147999999999999,1.5,1.73,1.64,0.11699999999999999,14.786324786324787,1.7712,1.9128960000000002,2.06592768,2.2312018944000003,2.4096980459520005,8.28841428298132,-2.6947390693061077,72.55311475134832,40.66935369470716,-13.222468446055485
1160,Orthofix Medical Inc.,OFIX,Health Care,Healthcare Equipment,OFIX,54.27,19060000.0,1044999999.9999999,0.094,-0.115,0.59,1.78,0.72,0.060579999999999995,29.382634532849128,0.78768,0.8617219200000001,0.9427237804800003,1.0313398158451204,1.1282857585345618,4.194551565906233,20.69281390124464,54.14157828054013,7.729042870658251,38.12937884880162
1161,OGE Energy Corp,OGE,Utilities,Multi-Utilities,OGE,41.72,200180000.0,8462000000.0,-0.031,0.27140000000000003,0.34,2.14,2.12,0.04508,47.47116237799467,2.05428,1.9905973199999998,1.9288888030799998,1.8690932501845197,1.8111513594287996,8.880883330078627,-14.632045708073301,113.78514472194313,21.28687279501109,-35.072017516954226
1162,ONE Gas,OGS,Utilities,Gas Utilities,OGS,88.46,52690000.0,4622000000.0,0.05,0.2569,0.56,3.45,3.25,0.05872,58.75340599455041,3.4125,3.5831250000000003,3.7622812500000005,3.950395312500001,4.147915078125001,16.78373962644754,12.92285437900204,66.41804882947142,18.973253025602016,14.608698144926567
1163,Omega Healthcare Investors,OHI,Real Estate,Specialized REITs,OHI,35.0,207020000.0,7590000000.0,0.158,0.3472,0.56,1.62,1.4,0.05872,27.588555858310627,1.6211999999999998,1.8773495999999996,2.1739708367999993,2.517458229014399,2.9152166291986736,9.775627436418588,-2.364183294729216,78.82444530945894,27.93036410405311,-6.754809413512045
1164,Oceaneering Intl Inc,OII,Energy,Oil & Gas Equipment & Services,OII,18.36,98930000.0,1853000000.0,0.13,-0.185,2.59,-1.03,-2.16,0.18458,-5.580236211940623,-2.4408,-2.7581039999999994,-3.116657519999999,-3.521822997599999,-3.9796599872879983,-11.130025627864907,35.070261839805525,-30.393443420155897,-60.621054618000585,191.01449803815646
1166,Olin Corp.,OLN,Materials,Diversified Chemicals,OLN,22.5,164890000.0,3605000000.0,0.3045,-0.256,1.63,1.88,1.95,0.12506,15.032784263553493,2.543775,3.3183544875,4.32879342894375,5.646911028057122,7.3663954361005155,17.476377618399937,-10.00916188195343,66.81237450468218,77.67278941511084,-44.485163919793024
1167,Owens-Illinois,OI,Materials,Metal & Glass Containers,OI,20.01,155220000.0,3067000000.0,0.0964,-0.0433,1.14,2.96,1.59,0.09467999999999999,31.263202365863968,1.743276,1.9113278064,2.09557980693696,2.297593700325683,2.5190817330370794,8.743814041631047,-19.997016407495014,156.23789288287838,43.69722159735656,-99.93511448023494
1168,"Oceaneering International, Inc.",OII,Energy,Oil and Gas Equipment and Services,OII,18.36,98930000.0,1855000000.0,0.13,-0.185,2.59,-1.03,-2.16,0.18458,-5.580236211940623,-2.4408,-2.7581039999999994,-3.116657519999999,-3.521822997599999,-3.9796599872879983,-11.130025627864907,35.070261839805525,-30.393443420155897,-60.621054618000585,191.01449803815646
1169,"Oil States International, Inc.",OIS,Energy,Oil and Gas Equipment and Services,OIS,20.46,60440000.0,1162000000.0,-0.0699,-0.4353,2.94,-0.46,-0.52,0.20628,-2.229978669769246,-0.483652,-0.4498447252,-0.41840057890852006,-0.38915437844281453,-0.3619524873896618,-1.5367615995048642,24.22674026927411,-10.89921148469817,-7.511053761020842,118.410265245719
1171,Olin Corporation,OLN,Materials,Commodity Chemicals,OLN,22.5,164890000.0,3605000000.0,0.3045,-0.256,1.63,1.88,1.95,0.12506,15.032784263553493,2.543775,3.3183544875,4.32879342894375,5.646911028057122,7.3663954361005155,17.476377618399937,-10.00916188195343,66.81237450468218,77.67278941511084,-44.485163919793024
1172,"Omnicell, Inc.",OMCL,Health Care,Health Care Technology,OMCL,80.99,41200000.0,3312000000.0,0.085,0.88,1.74,2.51,0.93,0.13188,19.032453745829542,1.00905,1.09481925,1.18787888625,1.28884859158125,1.3984007218656562,4.644277615895723,57.31326863827473,23.499757680984743,5.7343840176512195,70.76585830136403
1173,"Owens & Minor, Inc.",OMI,Health Care,Healthcare Distributors,OMI,3.54,63020000.0,212698000.0,-0.0747,-0.7834,2.51,0.66,-7.282,0.17961999999999997,3.674423783543036,-6.7380346,-6.23470341538,-5.768971070251114,-5.338028931303356,-4.939278170134995,-21.972177652011588,21.837753868468553,103.79728202098971,-620.6829845201013,616.8857024991116
1174,Old National Bancorp,ONB,Financials,Regional Banks,ONB,17.18,173980000.0,2968000000.0,0.08,-0.0012,1.15,1.35,1.23,0.0953,14.16579223504722,1.3284,1.4346720000000002,1.5494457600000002,1.6734014208000003,1.8072735344640005,6.4590127935018735,-3.4448050285490943,82.45513524474516,37.596116376611604,-20.05125162135678
1175,Opus Bank,OPB,Financials,Regional Banks,OPB,22.97,36090000.0,790380000.0,0.24100000000000002,-0.2213,1.84,1.33,0.75,0.13808,9.632097334878331,0.9307500000000001,1.1550607500000003,1.4334303907500006,1.7788871149207508,2.2075989096166517,5.575077216188173,7.762825448933494,41.93337977744158,24.271124145355564,33.79549607720285
1176,Old Republic International,ORI,Financials,Property & Casualty Insurance,ORI,22.41,297430000.0,6648000000.0,0.1,0.098,0.65,1.87,2.55,0.0643,29.08242612752722,2.805,3.0855000000000006,3.394050000000001,3.733455000000001,4.106800500000001,14.997979199429427,-21.670405326956647,129.77432453158062,66.92538687831069,-96.69971140989134
1177,Oritani Financial Corp.,ORIT,Financials,Thrifts and Mortgage Finance,ORIT,17.34,43170000.0,747642000.0,0.12,0.1379,0.96,1.16,1.19,0.08352,13.88888888888889,1.3328,1.492736,1.6718643200000003,1.8724880384000004,2.0971866030080006,7.128091524034219,-3.6769804129231085,80.09739843649878,41.1077942562527,-21.205192692751492
1178,"Orion Group Holdings, Inc.",ORN,Industrials,Construction and Engineering,ORN,2.52,28750000.0,73029000.0,-0.1,-0.5858,1.19,-0.07,-3.3110000000000004,0.09778,-0.7158928206177133,-2.9799,-2.6819100000000002,-2.4137190000000004,-2.1723471000000005,-1.9551123900000005,-10.414056801575633,13.649949622193347,-28.40844526260767,-413.2562222847473,541.6646675473551
1179,"OSI Systems, Inc.",OSIS,Information Technology,Electronic Equipment and Instruments,OSIS,88.95,18070000.0,1635000000.0,0.175,0.3899,0.78,4.03,1.96,0.07236000000000001,55.69375345494748,2.303,2.706025,3.179579375,3.736005765625,4.389806774609375,13.940568891588732,19.315677653463787,62.61242659353286,15.672365251926623,21.715208154540512
1180,Oshkosh Corporation,OSK,Industrials,Construction & Farm Machinery & Heavy Trucks,OSK,80.81,70050000.0,5775000000.0,0.049800000000000004,0.1161,2.06,7.47,7.08,0.15172,49.23543369364619,7.432584,7.8027266832,8.191302472023361,8.599229335130126,9.027470956019606,31.14230685064357,0.4322594557102377,60.92740217008562,38.537689457546804,0.5349083723675754
1182,"OraSure Technologies, Inc.",OSUR,Health Care,Healthcare Supplies,OSUR,9.34,62050000.0,590103000.0,0.2,-0.4743,1.4,0.22,0.33,0.11079999999999998,1.9855595667870038,0.396,0.4752,0.57024,0.6842879999999999,0.8211455999999998,2.32457562569104,5.029864807521957,21.258667738618886,24.88838999669208,53.85294226468905
1184,Bank OZK,OZK,Financials,Regional Banks,OZK,32.62,128600000.0,4199000000.0,0.12,-0.3032,2.18,3.48,3.22,0.15916,21.864790148278463,3.6064000000000007,4.039168000000001,4.523868160000002,5.066732339200002,5.674740219904003,16.854116021249613,-6.098906169528078,67.02878647540915,51.66804420983941,-18.696830685248553
1185,PacWest Bancorp,PACW,Financials,Regional Banks,PACW,39.8,118910000.0,4688000000.0,0.1,-0.22329999999999997,1.64,3.79,3.71,0.12568,30.15595162316996,4.081,4.4891000000000005,4.938010000000001,5.4318110000000015,5.974992100000002,19.49500395671876,-9.850955579888723,75.76872267128131,48.982422001805936,-24.751144673087246
1186,Phibro Animal Health Corporation,PAHC,Health Care,Pharmaceuticals,PAHC,33.76,20280000.0,1404000000.0,0.053,-0.20170000000000002,0.01,1.68,1.81,0.02462,68.23720552396425,1.90593,2.00694429,2.1133123373699996,2.2253178912506093,2.3432597394868915,10.072381489155502,-44.549587013119755,202.12442394539175,29.83525322617151,-131.95967717156327
1188,"Patrick Industries, Inc.",PATK,Industrials,Building Products,PATK,50.05,23850000.0,1189000000.0,0.075,-0.122,2.77,4.76,4.64,0.19574,24.3179728210892,4.9879999999999995,5.362099999999999,5.7642574999999985,6.196576812499998,6.661320073437498,20.38677772066152,5.3452494582492776,48.5873582838945,40.73282261870434,10.679819097401154
1189,"Prosperity Bancshares, Inc.",PB,Financials,Regional Banks,PB,73.82,69850000.0,5137000000.0,0.09119999999999999,0.0288,1.27,4.82,4.72,0.10274,46.91454156122251,5.1504639999999995,5.620186316799999,6.132747308892158,6.692053863463123,7.302369175810959,25.21894304617514,1.6865153926023453,63.55261658252846,34.16275134946511,2.2846320680064283
1190,PBF Energy Inc,PBF,Energy,Oil & Gas Refining & Marketing,PBF,33.76,119850000.0,4053000000.0,0.0689,-0.126,1.33,2.07,1.1,0.10646,19.44392260003757,1.1757900000000001,1.256801931,1.3433955840459,1.4359555397866623,1.5348928764779632,5.4931358324781305,8.822941567484296,57.594557464566265,16.271136944544228,26.134305590889504
1192,Prosperity Bancshares Inc,PB,Financials,Regional Banks,PB,73.82,69850000.0,5137000000.0,0.09119999999999999,0.0288,1.27,4.82,4.72,0.10274,46.91454156122251,5.1504639999999995,5.620186316799999,6.132747308892158,6.692053863463123,7.302369175810959,25.21894304617514,1.6865153926023453,63.55261658252846,34.16275134946511,2.2846320680064283
1194,Pitney Bowes,PBI,Industrials,Office Services & Supplies,PBI,7.15,185110000.0,1318000000.0,-0.06,-0.2984,2.01,1.11,1.19,0.14861999999999997,7.46871215179653,1.1185999999999998,1.0514839999999999,0.9883949599999998,0.9290912623999997,0.8733457866559997,3.89803734820536,-4.21674950000189,104.45751261253886,54.518004870005036,-58.97551748254391
1195,Potlatch Corp,PCH,Real Estate,Specialized REITs,PCH,39.8,67870000.0,2621000000.0,0.05,-0.249,1.3,1.05,1.74,0.1046,10.038240917782028,1.827,1.91835,2.0142675,2.114980875,2.22072991875,8.275466743060218,21.486292339157753,25.221710848698567,20.792630007688988,53.98565914361245
1196,"PDC Energy, Inc.",PDCE,Energy,Oil and Gas Exploration and Production,PDCE,44.01,66099999.99999999,2872000000.0,0.384,-0.1843,1.13,3.03,0.03,0.09406,32.213480756963634,0.041519999999999994,0.05746367999999999,0.07952973311999997,0.11006915063807995,0.15233570448310266,0.35086232676165274,11.44565691627471,73.19582085199644,0.7972331896424739,26.00694595836108
1197,Patterson Companies,PDCO,Health Care,Health Care Distributors,PDCO,21.77,93480000.0,2041999999.9999998,0.022400000000000003,-0.0653,1.79,1.42,0.83,0.13498,10.520077048451622,0.8485919999999999,0.8676004607999999,0.8870347111219198,0.9069042886510508,0.9272189447168343,3.4806649604230477,7.76925799112533,48.32373471957566,15.988355353344271,35.687909927080064
1198,"PDF Solutions, Inc.",PDFS,Information Technology,Semiconductor Equipment,PDFS,13.02,32600000.0,425374000.0,0.16,0.1677,1.32,0.2,-0.24,0.10584000000000002,1.8896447467876036,-0.2784,-0.32294399999999995,-0.3746150399999999,-0.4345534463999999,-0.5040819978239999,-1.5351932046070913,12.665548457819488,14.513400512961626,-11.791038437842484,97.27763792488086
1199,Pennsylvania Real Estate Investment Trust,PEI,Real Estate,Retail REITs,PEI,6.12,77380000.0,515133000.00000006,0.01,-0.3709,1.79,-0.46,-1.98,0.13498,-3.40791228330123,-1.9998,-2.019798,-2.03999598,-2.0603959398000002,-2.0809998991980003,-8.026322240791457,17.554234524092685,-55.68484123041226,-131.14905622208263,286.83389745249485
